datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit
2011-01-02 03:00:00,Spring,0.0,0.0,Mist,,,12.998,2,4,6,51.42876712328767
2011-01-02 04:00:00,Spring,0.0,,Mist,18.86,,12.998,2,1,3,38.52876712328767
2011-01-02 06:00:00,Spring,0.0,0.0,Rainy,,,19.9995,0,2,2,8.42876712328767
2011-01-02 07:00:00,Spring,0.0,0.0,,16.4,,12.998,0,1,1,4.1287671232876715
2011-01-02 08:00:00,Spring,0.0,0.0,Rainy,16.4,71.0,15.0013,0,8,8,34.22876712328767
2011-01-02 09:00:00,Spring,0.0,,Mist,15.58,76.0,,1,19,20,98.72876712328768
2011-01-02 10:00:00,Spring,0.0,,,14.76,81.0,15.0013,7,46,53,318.02876712328765
2011-01-02 11:00:00,Spring,0.0,0.0,,14.76,,16.9979,16,54,70,507.22876712328764
2011-01-02 12:00:00,Spring,0.0,0.0,Mist,14.76,66.0,,20,73,93,657.7287671232876
2011-01-02 13:00:00,Spring,0.0,0.0,Mist,14.76,,8.9981,11,64,75,464.22876712328764
2011-01-02 14:00:00,Spring,0.0,0.0,Rainy,14.76,76.0,,4,55,59,305.1287671232877
2011-01-02 15:00:00,Spring,0.0,0.0,Rainy,13.94,81.0,11.0014,19,55,74,563.1287671232876
2011-01-02 16:00:00,Spring,0.0,0.0,Rainy,13.94,71.0,11.0014,9,67,76,442.72876712328764
2011-01-02 17:00:00,Spring,0.0,0.0,Clear,13.94,57.0,,7,58,65,369.6287671232877
2011-01-02 18:00:00,Spring,0.0,0.0,,14.76,,22.0028,10,43,53,356.72876712328764
2011-01-02 19:00:00,Spring,0.0,0.0,Clear,13.12,42.0,,1,29,30,141.72876712328767
2011-01-02 20:00:00,Spring,0.0,0.0,Clear,12.3,39.0,23.9994,5,17,22,158.92876712328766
2011-01-02 21:00:00,Spring,0.0,0.0,,10.66,44.0,22.0028,11,20,31,275.02876712328765
2011-01-02 22:00:00,Spring,0.0,0.0,Clear,9.84,44.0,19.9995,0,9,9,38.52876712328767
2011-01-02 23:00:00,Spring,0.0,,,,47.0,11.0014,0,8,8,34.22876712328767
2011-01-03 00:00:00,Spring,0.0,1.0,Clear,,44.0,23.9994,0,5,5,21.328767123287673
2011-01-03 01:00:00,Spring,0.0,1.0,Clear,8.2,44.0,,0,2,2,8.42876712328767
2011-01-03 04:00:00,Spring,0.0,,Clear,6.56,,26.0027,0,1,1,4.1287671232876715
2011-01-03 05:00:00,Spring,0.0,1.0,Clear,6.56,47.0,,0,3,3,12.728767123287671
2011-01-03 06:00:00,Spring,0.0,1.0,Clear,5.74,50.0,26.0027,0,30,30,128.82876712328766
2011-01-03 07:00:00,Spring,0.0,1.0,Clear,5.74,,12.998,1,63,64,287.9287671232877
2011-01-03 08:00:00,Spring,0.0,1.0,Clear,,,,1,153,154,674.9287671232877
2011-01-03 09:00:00,Spring,0.0,1.0,,6.56,43.0,,7,81,88,468.52876712328765
2011-01-03 10:00:00,Spring,0.0,1.0,,7.38,43.0,,11,33,44,330.9287671232877
2011-01-03 11:00:00,Spring,,1.0,Clear,8.2,,,10,41,51,348.1287671232877
2011-01-03 12:00:00,Spring,0.0,1.0,Clear,,,19.9995,13,48,61,429.82876712328766
2011-01-03 13:00:00,Spring,0.0,1.0,,9.84,35.0,,8,53,61,365.32876712328766
2011-01-03 14:00:00,Spring,0.0,1.0,Clear,10.66,30.0,19.0012,11,66,77,472.82876712328766
2011-01-03 15:00:00,Spring,0.0,1.0,Clear,,30.0,16.9979,14,58,72,490.02876712328765
2011-01-03 16:00:00,Spring,0.0,1.0,,10.66,,,9,67,76,442.72876712328764
2011-01-03 17:00:00,Spring,0.0,1.0,Clear,9.84,30.0,15.0013,11,146,157,816.8287671232877
2011-01-03 18:00:00,Spring,0.0,1.0,Clear,9.84,,7.0015,9,148,157,791.0287671232877
2011-01-03 19:00:00,Spring,,1.0,Clear,8.2,47.0,0.0,8,102,110,576.0287671232877
2011-01-03 20:00:00,Spring,0.0,1.0,Clear,8.2,,7.0015,3,49,52,262.1287671232877
2011-01-03 21:00:00,Spring,0.0,1.0,,,,8.9981,3,49,52,262.1287671232877
2011-01-03 22:00:00,Spring,0.0,1.0,Clear,5.74,69.0,,0,20,20,85.82876712328768
2011-01-03 23:00:00,Spring,0.0,1.0,Clear,7.38,55.0,,1,11,12,64.32876712328768
2011-01-04 00:00:00,Spring,0.0,1.0,,6.56,,7.0015,0,5,5,21.328767123287673
2011-01-04 01:00:00,Spring,0.0,,Clear,6.56,59.0,7.0015,0,2,2,8.42876712328767
2011-01-04 02:00:00,Spring,0.0,1.0,,5.74,63.0,8.9981,0,1,1,4.1287671232876715
2011-01-04 04:00:00,Spring,0.0,1.0,Clear,,63.0,,0,2,2,8.42876712328767
2011-01-04 05:00:00,Spring,0.0,1.0,Clear,,68.0,7.0015,0,4,4,17.028767123287672
2011-01-04 06:00:00,Spring,,1.0,Clear,4.92,74.0,,0,36,36,154.62876712328767
2011-01-04 07:00:00,Spring,0.0,,,4.92,,8.9981,2,92,94,429.82876712328766
2011-01-04 08:00:00,Spring,0.0,,Clear,5.74,69.0,,2,177,179,795.3287671232877
2011-01-04 09:00:00,Spring,0.0,1.0,Clear,6.56,64.0,15.0013,2,98,100,455.6287671232877
2011-01-04 10:00:00,Spring,0.0,1.0,Mist,6.56,69.0,,5,37,42,244.92876712328766
2011-01-04 11:00:00,Spring,0.0,1.0,Clear,9.02,51.0,19.9995,7,50,57,335.22876712328764
2011-01-04 12:00:00,Spring,0.0,,Clear,,51.0,11.0014,12,66,78,490.02876712328765
2011-01-04 13:00:00,Spring,,1.0,Clear,9.84,56.0,12.998,18,79,97,649.1287671232876
2011-01-04 14:00:00,Spring,0.0,1.0,Clear,10.66,52.0,15.0013,9,54,63,386.82876712328766
2011-01-04 15:00:00,Spring,0.0,1.0,Clear,11.48,52.0,16.9979,17,48,65,498.6287671232877
2011-01-04 16:00:00,Spring,0.0,1.0,Clear,12.3,,,15,68,83,550.2287671232876
2011-01-04 17:00:00,Spring,0.0,1.0,Clear,11.48,48.0,15.0013,10,202,212,1040.4287671232876
2011-01-04 18:00:00,Spring,0.0,,Clear,10.66,48.0,12.998,3,179,182,821.1287671232876
2011-01-04 19:00:00,Spring,0.0,1.0,,9.84,48.0,7.0015,2,110,112,507.22876712328764
2011-01-04 20:00:00,Spring,0.0,1.0,,9.84,48.0,7.0015,1,53,54,244.92876712328766
2011-01-04 21:00:00,Spring,0.0,1.0,Clear,9.02,64.0,0.0,0,48,48,206.22876712328767
2011-01-04 22:00:00,Spring,,1.0,Clear,,,,1,34,35,163.22876712328767
2011-01-04 23:00:00,Spring,0.0,,Clear,8.2,69.0,6.0032,2,9,11,72.92876712328767
2011-01-05 00:00:00,Spring,0.0,,Clear,8.2,64.0,0.0,0,6,6,25.628767123287673
2011-01-05 01:00:00,Spring,0.0,1.0,Clear,,74.0,6.0032,0,6,6,25.628767123287673
2011-01-05 02:00:00,Spring,0.0,1.0,,6.56,74.0,,0,2,2,8.42876712328767
2011-01-05 04:00:00,Spring,0.0,1.0,,9.84,48.0,15.0013,0,2,2,8.42876712328767
2011-01-05 05:00:00,Spring,0.0,1.0,Clear,9.02,47.0,,0,3,3,12.728767123287671
2011-01-05 06:00:00,Spring,0.0,1.0,Clear,8.2,47.0,15.0013,0,33,33,141.72876712328767
2011-01-05 07:00:00,Spring,0.0,1.0,Clear,7.38,43.0,,1,87,88,391.1287671232877
2011-01-05 08:00:00,Spring,0.0,1.0,Clear,8.2,40.0,19.9995,3,192,195,877.0287671232877
2011-01-05 09:00:00,Spring,0.0,1.0,Clear,9.02,37.0,22.0028,6,109,115,571.7287671232876
2011-01-05 10:00:00,Spring,0.0,1.0,Clear,9.02,37.0,22.0028,4,53,57,296.52876712328765
2011-01-05 11:00:00,Spring,0.0,,,10.66,33.0,22.0028,12,34,46,352.4287671232877
2011-01-05 12:00:00,Spring,0.0,1.0,Clear,10.66,33.0,,5,74,79,404.02876712328765
2011-01-05 13:00:00,Spring,0.0,1.0,Clear,11.48,,19.9995,6,65,71,382.52876712328765
2011-01-05 14:00:00,Spring,0.0,1.0,Clear,12.3,28.0,12.998,10,52,62,395.4287671232877
2011-01-05 15:00:00,Spring,0.0,1.0,Clear,,28.0,,7,55,62,356.72876712328764
2011-01-05 16:00:00,Spring,0.0,,Clear,12.3,28.0,6.0032,4,85,89,434.1287671232877
2011-01-05 17:00:00,Spring,0.0,1.0,Clear,,,12.998,4,186,190,868.4287671232877
2011-01-05 18:00:00,Spring,0.0,1.0,Clear,9.84,38.0,8.9981,3,166,169,765.2287671232876
2011-01-05 19:00:00,Spring,0.0,1.0,Clear,,38.0,7.0015,5,127,132,631.9287671232877
2011-01-05 20:00:00,Spring,0.0,1.0,,9.02,,11.0014,7,82,89,472.82876712328766
2011-01-05 21:00:00,Spring,0.0,1.0,,8.2,,12.998,3,40,43,223.42876712328766
2011-01-05 22:00:00,Spring,0.0,1.0,,7.38,55.0,,1,41,42,193.32876712328766
2011-01-05 23:00:00,Spring,0.0,1.0,Clear,8.2,47.0,0.0,1,18,19,94.42876712328767
2011-01-06 00:00:00,Spring,0.0,1.0,Clear,7.38,,0.0,0,11,11,47.128767123287666
2011-01-06 01:00:00,Spring,0.0,1.0,Clear,6.56,,,0,4,4,17.028767123287672
2011-01-06 02:00:00,Spring,0.0,1.0,Clear,6.56,64.0,,0,2,2,8.42876712328767
2011-01-06 04:00:00,Spring,0.0,1.0,Mist,6.56,,6.0032,0,1,1,4.1287671232876715
2011-01-06 05:00:00,Spring,0.0,1.0,,,69.0,,0,4,4,17.028767123287672
2011-01-06 06:00:00,Spring,0.0,1.0,,5.74,63.0,7.0015,0,36,36,154.62876712328767
2011-01-06 07:00:00,Spring,0.0,1.0,Mist,,,,0,95,95,408.32876712328766
2011-01-06 08:00:00,Spring,0.0,1.0,Clear,6.56,,0.0,3,216,219,980.2287671232876
2011-01-06 09:00:00,Spring,0.0,1.0,Mist,7.38,,0.0,6,116,122,601.8287671232877
2011-01-06 10:00:00,Spring,0.0,1.0,Clear,8.2,47.0,,3,42,45,232.02876712328765
2011-01-06 11:00:00,Spring,0.0,1.0,,9.02,,6.0032,2,57,59,279.32876712328766
2011-01-06 12:00:00,Spring,,1.0,,10.66,35.0,0.0,6,78,84,438.4287671232877
2011-01-06 13:00:00,Spring,0.0,1.0,Clear,10.66,35.0,7.0015,12,55,67,442.72876712328764
2011-01-06 14:00:00,Spring,0.0,1.0,Clear,,36.0,,11,59,70,442.72876712328764
2011-01-06 15:00:00,Spring,0.0,1.0,,11.48,36.0,,8,54,62,369.6287671232877
2011-01-06 16:00:00,Spring,0.0,1.0,Clear,10.66,,,12,74,86,524.4287671232877
2011-01-06 17:00:00,Spring,0.0,1.0,Clear,,51.0,11.0014,9,163,172,855.5287671232877
2011-01-06 18:00:00,Spring,0.0,1.0,Clear,9.02,51.0,,5,158,163,765.2287671232876
2011-01-06 19:00:00,Spring,0.0,1.0,Clear,9.02,55.0,6.0032,3,109,112,520.1287671232876
2011-01-06 20:00:00,Spring,,1.0,Clear,8.2,51.0,11.0014,3,66,69,335.22876712328764
2011-01-06 21:00:00,Spring,0.0,1.0,Mist,9.02,55.0,15.0013,0,48,48,206.22876712328767
2011-01-06 22:00:00,Spring,0.0,,,9.02,,19.0012,1,51,52,236.32876712328766
2011-01-06 23:00:00,Spring,0.0,1.0,Mist,,,12.998,4,19,23,150.32876712328766
2011-01-07 00:00:00,Spring,0.0,1.0,Mist,,,,4,13,17,124.52876712328768
2011-01-07 01:00:00,Spring,,1.0,Mist,8.2,69.0,15.0013,2,5,7,55.72876712328767
2011-01-07 02:00:00,Spring,0.0,1.0,Mist,8.2,69.0,15.0013,0,1,1,4.1287671232876715
2011-01-07 04:00:00,Spring,0.0,1.0,,8.2,,8.9981,0,1,1,4.1287671232876715
2011-01-07 05:00:00,Spring,0.0,1.0,Rainy,9.02,,0.0,0,5,5,21.328767123287673
2011-01-07 06:00:00,Spring,0.0,1.0,,8.2,69.0,,8,26,34,249.22876712328767
2011-01-07 07:00:00,Spring,0.0,,Clear,8.2,69.0,,8,76,84,464.22876712328764
2011-01-07 08:00:00,Spring,0.0,1.0,Clear,8.2,51.0,,20,190,210,1160.8287671232877
2011-01-07 09:00:00,Spring,0.0,1.0,Clear,8.2,47.0,19.9995,9,125,134,692.1287671232876
2011-01-07 10:00:00,Spring,0.0,1.0,,,,22.0028,16,47,63,477.1287671232877
2011-01-07 11:00:00,Spring,0.0,1.0,Mist,8.2,40.0,,19,48,67,533.0287671232877
2011-01-07 12:00:00,Spring,0.0,1.0,,,,16.9979,9,50,59,369.6287671232877
2011-01-07 13:00:00,Spring,0.0,1.0,Mist,8.2,37.0,19.0012,9,64,73,429.82876712328766
2011-01-07 14:00:00,Spring,0.0,1.0,Mist,8.2,40.0,16.9979,7,43,50,305.1287671232877
2011-01-07 15:00:00,Spring,0.0,1.0,Mist,8.2,37.0,11.0014,9,63,72,425.52876712328765
2011-01-07 16:00:00,Spring,0.0,1.0,Mist,8.2,37.0,11.0014,5,82,87,438.4287671232877
2011-01-07 17:00:00,Spring,0.0,,Mist,8.2,37.0,,9,178,187,920.0287671232877
2011-01-07 18:00:00,Spring,0.0,1.0,Clear,,40.0,6.0032,7,116,123,619.0287671232877
2011-01-07 19:00:00,Spring,0.0,1.0,Clear,6.56,55.0,6.0032,3,92,95,447.02876712328765
2011-01-07 20:00:00,Spring,0.0,1.0,Clear,7.38,47.0,7.0015,1,50,51,232.02876712328765
2011-01-07 21:00:00,Spring,0.0,1.0,Clear,,,8.9981,0,39,39,167.52876712328765
2011-01-07 22:00:00,Spring,0.0,1.0,,7.38,,,2,34,36,180.42876712328766
2011-01-07 23:00:00,Spring,0.0,1.0,Mist,7.38,,,1,14,15,77.22876712328768
2011-01-08 00:00:00,Spring,0.0,0.0,Mist,,51.0,11.0014,1,24,25,120.22876712328768
2011-01-08 01:00:00,Spring,,0.0,Mist,7.38,55.0,6.0032,1,15,16,81.52876712328768
2011-01-08 02:00:00,Spring,,0.0,Mist,7.38,55.0,0.0,3,13,16,107.32876712328768
2011-01-08 03:00:00,Spring,0.0,0.0,Rainy,7.38,55.0,11.0014,0,7,7,29.928767123287674
2011-01-08 04:00:00,Spring,0.0,0.0,Rainy,7.38,55.0,11.0014,0,1,1,4.1287671232876715
2011-01-08 05:00:00,Spring,0.0,0.0,,,,,0,5,5,21.328767123287673
2011-01-08 06:00:00,Spring,0.0,0.0,,,74.0,11.0014,0,2,2,8.42876712328767
2011-01-08 07:00:00,Spring,0.0,0.0,Mist,6.56,74.0,7.0015,1,8,9,51.42876712328767
2011-01-08 08:00:00,Spring,0.0,0.0,Rainy,6.56,93.0,7.0015,0,15,15,64.32876712328768
2011-01-08 09:00:00,Spring,0.0,,Rainy,6.56,93.0,7.0015,0,20,20,85.82876712328768
2011-01-08 10:00:00,Spring,0.0,0.0,Mist,7.38,80.0,11.0014,5,56,61,326.6287671232877
2011-01-08 11:00:00,Spring,0.0,0.0,Mist,8.2,69.0,,2,60,62,292.22876712328764
2011-01-08 12:00:00,Spring,0.0,0.0,Mist,8.2,59.0,,8,90,98,524.4287671232877
2011-01-08 13:00:00,Spring,0.0,0.0,Clear,8.2,,22.0028,7,95,102,528.7287671232876
2011-01-08 14:00:00,Spring,0.0,0.0,Clear,8.2,,,12,83,95,563.1287671232876
2011-01-08 15:00:00,Spring,0.0,0.0,Clear,,32.0,30.0026,5,69,74,382.52876712328765
2011-01-08 16:00:00,Spring,,0.0,Clear,7.38,,,8,68,76,429.82876712328766
2011-01-08 17:00:00,Spring,0.0,0.0,Clear,,,36.9974,5,64,69,361.02876712328765
2011-01-08 18:00:00,Spring,0.0,0.0,Clear,5.74,39.0,,3,52,55,275.02876712328765
2011-01-08 19:00:00,Spring,0.0,0.0,Clear,,,16.9979,4,26,30,180.42876712328766
2011-01-08 20:00:00,Spring,0.0,0.0,Clear,4.92,36.0,,0,28,28,120.22876712328768
2011-01-08 21:00:00,Spring,0.0,0.0,,4.92,,23.9994,2,35,37,184.72876712328767
2011-01-08 22:00:00,Spring,0.0,0.0,Clear,4.92,,26.0027,1,33,34,158.92876712328766
2011-01-08 23:00:00,Spring,,0.0,Clear,4.1,39.0,30.0026,0,22,22,94.42876712328767
2011-01-09 00:00:00,Spring,0.0,0.0,Clear,,42.0,,1,24,25,120.22876712328768
2011-01-09 01:00:00,Spring,0.0,0.0,Clear,4.1,42.0,31.0009,0,12,12,51.42876712328767
2011-01-09 02:00:00,Spring,0.0,0.0,,4.1,,,0,11,11,47.128767123287666
2011-01-09 03:00:00,Spring,0.0,0.0,Clear,,46.0,27.9993,0,4,4,17.028767123287672
2011-01-09 04:00:00,Spring,0.0,0.0,Clear,3.28,53.0,12.998,0,1,1,4.1287671232876715
2011-01-09 05:00:00,Spring,0.0,0.0,Clear,3.28,,12.998,0,1,1,4.1287671232876715
2011-01-09 06:00:00,Spring,0.0,0.0,Clear,4.1,,,0,1,1,4.1287671232876715
2011-01-09 07:00:00,Spring,0.0,0.0,Clear,3.28,53.0,12.998,1,5,6,38.52876712328767
2011-01-09 08:00:00,Spring,0.0,0.0,,,,,0,10,10,42.82876712328767
2011-01-09 09:00:00,Spring,,0.0,Clear,,,35.0008,0,19,19,81.52876712328768
2011-01-09 10:00:00,Spring,0.0,,Clear,5.74,43.0,26.0027,0,49,49,210.52876712328765
2011-01-09 11:00:00,Spring,0.0,0.0,Clear,6.56,40.0,35.0008,2,47,49,236.32876712328766
2011-01-09 12:00:00,Spring,0.0,0.0,Clear,7.38,37.0,30.0026,4,79,83,408.32876712328766
2011-01-09 13:00:00,Spring,0.0,0.0,Clear,8.2,34.0,30.0026,6,69,75,399.72876712328764
2011-01-09 14:00:00,Spring,0.0,0.0,Clear,,32.0,31.0009,8,64,72,412.6287671232877
2011-01-09 15:00:00,Spring,0.0,,Clear,9.02,,,5,77,82,416.9287671232877
2011-01-09 16:00:00,Spring,,0.0,Clear,8.2,34.0,30.0026,13,79,92,563.1287671232876
2011-01-09 17:00:00,Spring,0.0,0.0,Clear,7.38,37.0,,3,59,62,305.1287671232877
2011-01-09 18:00:00,Spring,,0.0,,,40.0,22.0028,4,44,48,257.82876712328766
2011-01-09 19:00:00,Spring,0.0,,Clear,6.56,,22.0028,1,40,41,189.02876712328765
2011-01-09 20:00:00,Spring,0.0,0.0,Clear,5.74,46.0,16.9979,0,38,38,163.22876712328767
2011-01-09 21:00:00,Spring,0.0,0.0,Clear,5.74,,27.9993,1,19,20,98.72876712328768
2011-01-09 22:00:00,Spring,0.0,0.0,Clear,,46.0,19.9995,5,10,15,128.82876712328766
2011-01-09 23:00:00,Spring,0.0,,,4.92,,,0,6,6,25.628767123287673
2011-01-10 00:00:00,Spring,0.0,1.0,,,,19.0012,2,3,5,47.128767123287666
2011-01-10 01:00:00,Spring,0.0,1.0,Clear,4.92,50.0,19.0012,1,0,1,17.028767123287672
2011-01-10 02:00:00,Spring,0.0,1.0,Clear,4.92,50.0,15.0013,0,3,3,12.728767123287671
2011-01-10 03:00:00,Spring,0.0,1.0,Clear,4.92,,,0,1,1,4.1287671232876715
2011-01-10 04:00:00,Spring,0.0,,Clear,4.1,54.0,,1,2,3,25.628767123287673
2011-01-10 05:00:00,Spring,0.0,1.0,Clear,4.1,54.0,16.9979,0,3,3,12.728767123287671
2011-01-10 06:00:00,Spring,0.0,1.0,Clear,,50.0,19.0012,0,31,31,133.12876712328767
2011-01-10 07:00:00,Spring,0.0,,Clear,,50.0,15.0013,2,75,77,356.72876712328764
2011-01-10 08:00:00,Spring,,1.0,Mist,4.92,50.0,,4,184,188,859.8287671232877
2011-01-10 09:00:00,Spring,0.0,1.0,Mist,,,,2,92,94,429.82876712328766
2011-01-10 10:00:00,Spring,,1.0,Mist,5.74,50.0,19.9995,0,31,31,133.12876712328767
2011-01-10 11:00:00,Spring,0.0,,,,,,2,28,30,154.62876712328767
2011-01-10 12:00:00,Spring,0.0,,Mist,8.2,,19.0012,5,47,52,287.9287671232877
2011-01-10 13:00:00,Spring,0.0,1.0,Mist,,,19.0012,4,50,54,283.6287671232877
2011-01-10 14:00:00,Spring,0.0,1.0,Mist,,,15.0013,0,47,47,201.92876712328766
2011-01-10 15:00:00,Spring,0.0,1.0,Mist,8.2,40.0,,2,43,45,219.12876712328767
2011-01-10 16:00:00,,0.0,1.0,Clear,,,8.9981,4,70,74,369.6287671232877
2011-01-10 17:00:00,Spring,0.0,1.0,,8.2,40.0,,4,174,178,816.8287671232877
2011-01-10 18:00:00,Spring,0.0,1.0,Clear,8.2,40.0,15.0013,1,154,155,679.2287671232876
2011-01-10 19:00:00,Spring,0.0,1.0,Clear,6.56,47.0,11.0014,3,92,95,447.02876712328765
2011-01-10 20:00:00,Spring,0.0,1.0,Clear,6.56,50.0,11.0014,1,73,74,330.9287671232877
2011-01-10 21:00:00,Spring,0.0,,Clear,5.74,59.0,12.998,1,37,38,176.12876712328767
2011-01-10 22:00:00,Spring,0.0,1.0,Clear,5.74,59.0,,2,22,24,128.82876712328766
2011-01-10 23:00:00,Spring,0.0,1.0,Clear,5.74,,,0,18,18,77.22876712328768
2011-01-11 00:00:00,Spring,0.0,1.0,Clear,5.74,,7.0015,2,10,12,77.22876712328768
2011-01-11 01:00:00,Spring,0.0,1.0,Clear,5.74,,,0,3,3,12.728767123287671
2011-01-11 02:00:00,Spring,0.0,1.0,,,,12.998,0,3,3,12.728767123287671
2011-01-11 05:00:00,Spring,0.0,,Mist,,55.0,,0,6,6,25.628767123287673
2011-01-11 06:00:00,Spring,0.0,1.0,Mist,6.56,55.0,,0,27,27,115.92876712328767
2011-01-11 07:00:00,Spring,0.0,1.0,Mist,6.56,55.0,,2,97,99,451.32876712328766
2011-01-11 08:00:00,Spring,0.0,1.0,Mist,7.38,,6.0032,3,214,217,971.6287671232876
2011-01-11 09:00:00,Spring,,1.0,Mist,7.38,51.0,11.0014,3,127,130,597.5287671232877
2011-01-11 10:00:00,Spring,,1.0,,8.2,51.0,11.0014,3,51,54,270.72876712328764
2011-01-11 11:00:00,Spring,0.0,1.0,Mist,8.2,47.0,,4,31,35,201.92876712328766
2011-01-11 12:00:00,Spring,0.0,1.0,,8.2,51.0,7.0015,2,55,57,270.72876712328764
2011-01-11 13:00:00,,0.0,1.0,Mist,8.2,,6.0032,6,46,52,300.82876712328766
2011-01-11 14:00:00,Spring,0.0,1.0,Mist,8.2,59.0,,3,60,63,309.4287671232877
2011-01-11 15:00:00,Spring,0.0,1.0,,6.56,80.0,6.0032,2,45,47,227.72876712328767
2011-01-11 16:00:00,Spring,0.0,1.0,Mist,6.56,86.0,,4,72,76,378.22876712328764
2011-01-11 17:00:00,Spring,0.0,,,6.56,,15.0013,6,130,136,662.0287671232877
2011-01-11 18:00:00,Spring,,1.0,,6.56,,7.0015,1,94,95,421.22876712328764
2011-01-11 19:00:00,Spring,0.0,1.0,,,,,0,51,51,219.12876712328767
2011-01-11 20:00:00,Spring,0.0,1.0,Rainy,6.56,93.0,,0,32,32,137.42876712328766
2011-01-11 21:00:00,Spring,0.0,1.0,Rainy,6.56,,,0,20,20,85.82876712328768
2011-01-11 22:00:00,Spring,0.0,1.0,Rainy,6.56,93.0,7.0015,1,28,29,137.42876712328766
2011-01-11 23:00:00,Spring,0.0,,Rainy,6.56,93.0,,1,18,19,94.42876712328767
2011-01-12 00:00:00,Spring,0.0,1.0,,6.56,86.0,6.0032,0,7,7,29.928767123287674
2011-01-12 01:00:00,Spring,0.0,1.0,Mist,,86.0,7.0015,0,6,6,25.628767123287673
2011-01-12 02:00:00,Spring,0.0,1.0,Clear,5.74,86.0,,0,1,1,4.1287671232876715
2011-01-12 05:00:00,Spring,0.0,1.0,Clear,,86.0,,0,5,5,21.328767123287673
2011-01-12 06:00:00,Spring,0.0,,Clear,4.92,93.0,,0,16,16,68.62876712328767
2011-01-12 07:00:00,,0.0,1.0,,5.74,69.0,8.9981,0,54,54,232.02876712328765
2011-01-12 08:00:00,Spring,0.0,1.0,Clear,6.56,59.0,,3,125,128,588.9287671232877
2011-01-12 09:00:00,Spring,0.0,1.0,,6.56,59.0,22.0028,3,78,81,386.82876712328766
2011-01-12 10:00:00,Spring,0.0,1.0,Clear,7.38,55.0,,0,39,39,167.52876712328765
2011-01-12 11:00:00,Spring,0.0,1.0,Clear,8.2,,26.0027,3,32,35,189.02876712328765
2011-01-12 12:00:00,Spring,0.0,1.0,Clear,8.2,,,3,52,55,275.02876712328765
2011-01-12 13:00:00,Spring,0.0,,Clear,9.02,44.0,,0,49,49,210.52876712328765
2011-01-12 14:00:00,Spring,0.0,1.0,,,47.0,22.0028,0,44,44,189.02876712328765
2011-01-12 15:00:00,Spring,0.0,1.0,,8.2,47.0,27.9993,1,48,49,223.42876712328766
